h original new
1.0 2.527138488672229 2.8654304161447626
0.5 2.4250603204595342 2.7573070950792604
0.25 1.0279936388649373 1.3280598758718174
0.125 0.5364216041953801 0.8581698770111297
0.09375 0.3847440374643252 0.7062914839521739
0.0625 0.2440645364264184 0.5869626371851069
