h original new
1.0 0.4285221232776426 0.38280807498389813
0.5 0.4486833600390761 0.482106363756057
0.25 0.08736344263494893 0.08561994999044696
0.125 0.024056461248801536 0.023646678956625814
0.09375 0.012582942558464325 0.012544580119790134
0.0625 0.005169137412710514 0.005811483771129534
